COUNTY_ID,COUNTY,TOWN_ID,TOWN,LINF01_T,LINF01_C1,LINF01_C2,LINF01_C3,LINF01_C4,LINF01_C5,LINF01_C6,LINF01_C7,LINF01_C8,LINF02_T,LINF02_C1,LINF02_C2,LINF02_C3,LINF02_C4,LINF02_C5,LINF02_C6,LINF02_C7,LINF02_C8,LINF03_T,LINF03_C1,LINF03_C2,LINF03_C3,LINF03_C4,LINF03_C5,LINF03_C6,LINF03_C7,LINF03_C8,LINF04_T,LINF04_C1,LINF04_C2,LINF04_C3,LINF04_C4,LINF04_C5,LINF04_C6,LINF04_C7,LINF04_C8,LINF05_T,LINF05_C1,LINF05_C2,LINF05_C3,LINF05_C4,LINF05_C5,LINF05_C6,LINF05_C7,LINF05_C8,LINF06_T,LINF06_C1,LINF06_C2,LINF06_C3,LINF06_C4,LINF06_C5,LINF06_C6,LINF06_C7,LINF06_C8,LINF07_T,LINF07_C1,LINF07_C2,LINF07_C3,LINF07_C4,LINF07_C5,LINF07_C6,LINF07_C7,LINF07_C8,LINF08_T,LINF08_C1,LINF08_C2,LINF08_C3,LINF08_C4,LINF08_C5,LINF08_C6,LINF08_C7,LINF08_C8,INFO_TIME
10002,宜蘭縣          ,10002100,三星鄉          ,50,31,4,1,7,6,1,,,3412.95,2462.92,261.52,93.88,400.47,175.56,18.59,,,10650000,12800000,12500000,16000000,7000000,3600000,1800000,,,160431,163020,161515,170423,112431,134148,96849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10002,宜蘭縣          ,10002110,大同鄉          ,2,,1,,1,,,,,227.56,,111.92,,115.64,,,,,20000000,,15000000,,25000000,,,,,175110,,134026,,216194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10002,宜蘭縣          ,10002120,南澳鄉          ,1,,,1,,,,,,55.41,,,55.41,,,,,,3140000,,,3140000,,,,,,56666,,,56666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10004,新竹縣          ,10004010,竹北市          ,481,339,34,57,38,2,1,1,9,25673.68,19335.78,1385.53,2700.87,1579.07,91.79,22.2,62.11,496.33,10200000,11400000,6950000,6360000,4850000,11900000,3200000,15000000,6300000,231470,235947,234560,202680,138445,256292,144121,241498,125552,333,126,109,79,19,,,,,18349.46,8150.03,5797.09,3647.54,754.8,,,,,10000000,11640000,10500000,8800000,5500000,,,,,192323,204172,193056,184628,130605,,,,,"106Y2S"
10004,新竹縣          ,10004020,竹東鎮          ,138,32,8,18,48,1,1,2,28,6184.64,2083.41,447.62,978.86,1682.24,6.72,35.36,51.98,898.46,5350000,12550000,10750000,8125000,3300000,3000000,6300000,6090000,4500000,141777,182003,220862,139385,100960,446728,178187,237274,151106,182,143,2,7,29,,,,1,9623.42,8031.62,99.37,281.48,1166.12,,,,44.83,8535000,11000000,7200000,4580000,4100000,,,,4400000,150268,203124,144666,117552,102793,,,,98154,"106Y2S"
10004,新竹縣          ,10004030,新埔鎮          ,28,8,5,3,4,3,1,,4,1627.07,525.29,473.46,155.28,223.92,90.7,43.79,,114.62,7450000,13350000,19000000,5350000,5350000,3200000,6500000,,5375000,162907,186568,188633,162907,93904,110423,148426,,179475,3,3,,,,,,,,123.81,123.81,,,,,,,,3070000,3070000,,,,,,,,105582,105582,,,,,,,,"106Y2S"
10004,新竹縣          ,10004040,關西鎮          ,10,2,3,1,3,,,,1,842.05,188.6,359.6,90.05,134.31,,,,69.48,9750000,12750000,19800000,7500000,4200000,,,,4200000,124286,141236,139998,83286,90502,,,,60445,1,,,,1,,,,,49.98,,,,49.98,,,,,3500000,,,,3500000,,,,,70034,,,,70034,,,,,"106Y2S"
10004,新竹縣          ,10004050,湖口鄉          ,296,137,32,57,37,14,2,,17,23294.96,7661.26,10945.01,2001.28,1461.43,409.93,61.88,,754.17,5900000,10000000,9850000,3180000,3700000,3700000,6700000,,5000000,154145,169429,154256,117288,106406,117797,218826,,155596,23,12,2,4,5,,,,,768.67,345.71,77.62,164.29,181.05,,,,,4800000,4850000,4825000,4100000,3400000,,,,,161337,182147,128956,114566,97466,,,,,"106Y2S"
10004,新竹縣          ,10004060,新豐鄉          ,246,146,20,34,28,6,1,,11,10080.85,5650.44,1311.2,1486.21,1058.1,148.76,30.38,,395.76,4825000,4825000,8825000,5150000,3075000,2800000,4500000,,4800000,160375,163920,128894,136497,87921,116045,148109,,120126,12,4,,7,1,,,,,333.33,133.42,,157.12,42.79,,,,,3775000,5800000,,2700000,4600000,,,,,146348,188906,,140065,107490,,,,,"106Y2S"
10004,新竹縣          ,10004070,芎林鄉          ,48,28,,13,1,1,1,,4,2053.54,1355.58,,325.69,107.15,33.7,26.77,,204.66,5240000,8375000,,1300000,8200000,7000000,3000000,,6250000,173634,185231,,94722,76531,207706,112086,,122718,1,,,,1,,,,,61.75,,,,61.75,,,,,5430000,,,,5430000,,,,,87940,,,,87940,,,,,"106Y2S"
10004,新竹縣          ,10004080,橫山鄉          ,8,3,,2,,1,,,2,427.12,160.65,,177.3,,33.3,,,55.88,6415000,8800000,,11940000,,2300000,,,3430000,151365,155992,,128801,,69071,,,127832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10004,新竹縣          ,10004090,北埔鄉          ,10,,,,1,1,,,8,472.37,,,,56.55,37.85,,,377.97,4900000,,,,5800000,7250000,,,3790000,110988,,,,102571,191521,,,110988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10004,新竹縣          ,10004100,寶山鄉          ,50,31,7,7,4,1,,,,2511.67,1230.35,446.94,628.33,163.82,42.24,,,,6950000,6950000,6235000,12000000,3390000,7600000,,,,196926,201962,190855,146382,102761,179920,,,,12,2,,,10,,,,,446.38,86.55,,,359.83,,,,,3765000,6650000,,,3675000,,,,,105177,152909,,,101824,,,,,"106Y2S"
10004,新竹縣          ,10004110,峨眉鄉          ,4,,,1,,1,,,2,179.22,,,9.33,,20.42,,,149.47,3780000,,,325000,,3260000,,,6650000,97712,,,34837,,159634,,,171367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10004,新竹縣          ,10004120,尖石鄉          ,1,,1,,,,,,,46.41,,46.41,,,,,,,2800000,,2800000,,,,,,,60336,,60336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10004,新竹縣          ,10004130,五峰鄉          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005010,苗栗市          ,196,58,13,24,50,23,5,2,21,10667.57,3149.57,591.11,1186.99,3840.86,998.57,120.6,19.24,760.64,4965000,9730000,7400000,5050000,3370000,2880000,4480000,1750000,3200000,115820,166621,119646,111616,80386,79240,164099,177421,89377,23,13,,2,8,,,,,974.17,609.59,,76.95,287.63,,,,,6000000,6380000,,4640000,3350000,,,,,129825,143751,,120558,90350,,,,,"106Y2S"
10005,苗栗縣          ,10005020,苑裡鎮          ,40,19,1,,8,5,2,1,4,1937.11,1062.08,48.44,,399.02,176.38,103.88,29.18,118.13,6400000,7000000,5700000,,6650000,2400000,6400000,2600000,3650000,119825,134170,117666,,111323,75038,149704,89105,147206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005030,通霄鎮          ,21,1,,1,10,4,,,5,1484.6,56.65,,124.83,441.7,122.42,,,739,2600000,7500000,,19233288,2175000,1409576,,,6523750,81538,132401,,154076,76203,43790,,,113715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005040,竹南鎮          ,252,177,11,19,23,17,3,2,,27169,9416.83,1748.62,10733.82,1146.87,3911.49,142.36,68.99,,7390000,7780000,8880000,6750000,4700000,4640000,8686000,6460000,,156912,165134,142374,126182,102046,111306,212223,181931,,98,81,3,2,12,,,,,4204.12,3531.31,111.84,44.92,516.06,,,,,6900000,7500000,5650000,2525000,4000000,,,,,158563,160794,153979,112434,102457,,,,,"106Y2S"
10005,苗栗縣          ,10005050,頭份市          ,171,72,17,29,27,18,2,,6,13883.88,3431.03,6839.87,1233.66,1306.89,712.05,79.74,,280.64,6770000,7060000,11230000,3780000,4629918,4000000,4400000,,4500000,144037,169709,167905,109827,117226,116010,114250,,202680,42,24,6,5,7,,,,,1540.4,1003.42,161.69,100.51,274.78,,,,,5457800,5969800,4100000,3340000,4250000,,,,,145246,148839,175655,142487,104126,,,,,"106Y2S"
10005,苗栗縣          ,10005060,後龍鎮          ,14,2,,,2,10,,,,665.88,150.23,,,83.44,432.21,,,,3875000,10020000,,,3680000,3525000,,,,68928,133392,,,88246,61568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005070,卓蘭鎮          ,4,2,,1,1,,,,,218.26,125.44,,34.99,57.83,,,,,7900000,8600000,,5500000,7200000,,,,,137339,137339,,157187,124499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005080,大湖鄉          ,11,,1,1,2,6,1,,,1002.59,,117.68,53.7,115.3,690.5,25.41,,,3200000,,11800000,3200000,2590000,4575000,5000000,,,59591,,100276,59591,44926,60040,196773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005090,公館鄉          ,41,11,4,3,12,7,,,4,2361.19,785.4,262.55,374,604.73,243.73,,,90.79,6450000,10200000,12100000,16000000,4825000,2950000,,,2181550,127520,151147,188442,131452,91216,116055,,,157910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005100,銅鑼鄉          ,12,3,,4,3,2,,,,529.43,127.23,,187.63,161.55,53.01,,,,4500050,6000000,,5925000,2500000,1400000,,,,107708,133847,,152944,56747,58951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005110,南庄鄉          ,1,,,1,,,,,,50.45,,,50.45,,,,,,6200000,,,6200000,,,,,,122899,,,122899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005120,頭屋鄉          ,7,1,,1,2,3,,,,327.92,59.79,,70.36,88.88,108.89,,,,3200000,9350000,,5900000,3050000,2100000,,,,67748,156391,,83856,63336,66881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005130,三義鄉          ,25,2,,1,8,8,1,,5,2323.89,115.12,,79.08,998.46,287.26,18.03,,825.94,6000000,7900000,,62000000,6475000,3000000,2100000,,18750000,103904,137239,,784051,106996,82645,116499,,103904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005140,西湖鄉          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005150,造橋鄉          ,15,,,11,1,3,,,,285.59,,,137.51,61.86,86.22,,,,400000,,,370000,1900000,2000000,,,,50494,,,50494,30717,72422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005160,三灣鄉          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005170,獅潭鄉          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10005,苗栗縣          ,10005180,泰安鄉          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007010,彰化市          ,391,113,7,31,75,107,50,7,1,19454.36,8794.03,527.56,1818.46,2962.73,3394.83,1432.12,486.5,38.12,6800000,16480000,13700000,10000000,4300000,4200000,4300000,5320000,4700000,159733,212875,184897,156869,124737,152984,156796,118175,123311,48,2,3,10,33,,,,,2090.46,146.44,169.75,412.25,1362.01,,,,,5290000,12890000,7000000,4850000,4550000,,,,,117589,168666,126541,130583,112937,,,,,"106Y2S"
10007,彰化縣          ,10007020,鹿港鎮          ,80,44,4,7,9,13,2,1,,4115.63,2516.15,242.12,468.54,368.74,395.02,55.41,69.65,,6850000,8205000,9700000,6000000,4180000,4300000,3600000,18800000,,143877,162815,201776,107553,100751,140781,129489,269930,,10,,,9,1,,,,,408.31,,,366.2,42.11,,,,,3450000,,,3500000,3330000,,,,,77735,,,76504,79077,,,,,"106Y2S"
10007,彰化縣          ,10007030,和美鎮          ,119,52,2,12,23,21,6,3,,5841.15,3152.3,49.07,633.58,1061.12,684.04,180.98,80.07,,7950000,8700000,8950000,7550000,5300000,3990000,3500000,7000000,,147124,154022,2143134,151348,115372,131965,135092,241134,,3,,,,3,,,,,163.15,,,,163.15,,,,,4600000,,,,4600000,,,,,95880,,,,95880,,,,,"106Y2S"
10007,彰化縣          ,10007040,線西鄉          ,5,,,2,3,,,,,242.29,,,56.84,185.45,,,,,5200000,,,39154405,4100000,,,,,128543,,,2294633,108282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007050,伸港鄉          ,91,59,1,2,18,10,1,,,6446.98,3103.18,94.89,100.65,2759.82,362.55,25.89,,,6400000,6600000,12000000,4600000,4300000,2850000,2150000,,,119666,128577,126461,90078,91484,79440,83031,,,1,,,,1,,,,,39.6,,,,39.6,,,,,3074000,,,,3074000,,,,,77626,,,,77626,,,,,"106Y2S"
10007,彰化縣          ,10007060,福興鄉          ,36,16,,3,9,7,1,,,4236.93,3128.49,,135.99,724.68,221.92,25.85,,,5800000,6540000,,5000000,3980000,3500000,3300000,,,125737,130432,,107325,79479,109073,127651,,,2,,,,2,,,,,40.09,,,,40.09,,,,,1750000,,,,1750000,,,,,87303,,,,87303,,,,,"106Y2S"
10007,彰化縣          ,10007070,秀水鄉          ,41,25,5,2,6,2,1,,,2391.08,1463.49,371.26,107.85,350.52,73.03,24.93,,,7200000,7300000,8260000,6610000,4800000,4590000,2150000,,,117533,114782,154737,122764,92078,123410,86255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007080,花壇鄉          ,31,4,3,2,6,11,4,,1,1323.12,215.54,145.16,77.25,347.81,339.11,149.85,,48.4,4200000,7900000,9100000,3950000,5000000,3112000,3165000,,89948800,116099,145838,189664,96119,83466,96822,173229,,1858446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007090,芬園鄉          ,6,1,,,5,,,,,283.13,55.57,,,227.56,,,,,5100000,22880000,,,4500000,,,,,103804,411739,,,95906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007100,員林市          ,180,57,5,8,54,32,18,6,,8821.71,4092.9,270.1,395.28,2041.56,1094.51,666.19,261.18,,6325000,12000000,6760000,6325000,4330000,4550000,3975000,14350000,,151121,204086,148222,143805,116336,148831,135329,344485,,19,2,,4,13,,,,,712.59,98.97,,179.11,434.5,,,,,4480000,10490000,,5750000,3000000,,,,,105748,209965,,129356,104026,,,,,"106Y2S"
10007,彰化縣          ,10007110,溪湖鎮          ,60,28,2,7,10,11,2,,,3548.37,1609.66,152.56,440.86,553.9,727.87,63.52,,,7180000,7290000,12315000,6800000,5280000,6200000,5150000,,,136749,138263,162059,115877,119041,211625,161267,,,1,,,1,,,,,,49.7,,,49.7,,,,,,4750000,,,4750000,,,,,,95572,,,95572,,,,,,"106Y2S"
10007,彰化縣          ,10007120,田中鎮          ,40,14,1,1,14,7,1,1,1,2299.58,975.52,66.41,36.41,891.35,256.32,23.34,28.2,22.03,6475000,9600000,9200000,2860000,4440000,2250000,2360000,3800000,3200000,131591,147192,138525,78546,102996,92421,101123,134771,145269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007130,大村鄉          ,58,20,17,5,6,9,1,,,2640.09,1065.29,554.83,294.41,395.22,298.27,32.06,,,5660000,7900000,3500000,4600000,4740000,4700000,5500000,,,138080,153638,124781,105422,91238,134382,171559,,,1,,,,1,,,,,49.85,,,,49.85,,,,,3200000,,,,3200000,,,,,64198,,,,64198,,,,,"106Y2S"
10007,彰化縣          ,10007140,埔鹽鄉          ,30,24,,1,3,2,,,,1420.84,1149.68,,50.06,139.04,82.06,,,,6680000,7005000,,6350000,4060000,3890000,,,,147954,149702,,126838,80916,95092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007150,埔心鄉          ,35,17,,2,9,5,1,,1,4420.86,1006.57,,141.63,407.19,2814.64,19.3,,31.54,6400000,7280000,,7555000,4500000,3333333,3200000,,2000000,112864,123381,,107055,95274,6405,165807,,63414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007160,永靖鄉          ,13,,,3,7,2,1,,,598.09,,,155.26,331,91.29,20.55,,,4700000,,,4700000,4800000,2850000,2600000,,,107164,,,89423,112684,62082,126528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007170,社頭鄉          ,26,15,1,1,7,2,,,,1534.06,778.34,59.39,96.87,513.3,86.16,,,,6825000,6850000,7000000,13000000,5000000,5850000,,,,129931,142247,117871,134197,102485,142946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007180,二水鄉          ,8,3,,1,3,,1,,,498.71,303.92,,14.86,134.5,,45.42,,,3650000,5900000,,2200000,2500000,,3200000,,,112370,113330,,148000,71381,,70448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007190,北斗鎮          ,33,9,,1,15,6,2,,,2651.73,539.09,,62,1771.58,226,53.06,,,6210000,7600000,,7200000,6200000,2750000,3250000,,,125248,135200,,116123,125248,79945,122325,,,1,,,,1,,,,,29.56,,,,29.56,,,,,3300000,,,,3300000,,,,,111648,,,,111648,,,,,"106Y2S"
10007,彰化縣          ,10007200,二林鎮          ,62,25,2,5,15,14,1,,,5118.42,1454.63,118.45,2423.31,576.9,523.43,21.71,,,5940000,7100000,7600000,5600000,1894000,2850000,1560000,,,103209,129734,127704,78636,65082,79174,71865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007210,田尾鄉          ,37,27,1,5,2,2,,,,2079.43,1343,65.52,552.74,77.1,41.07,,,,6450000,6800000,7800000,6000000,3221000,983972,,,,134747,140505,119039,98757,96045,38882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007220,埤頭鄉          ,30,14,1,2,11,2,,,,1609.84,851.07,57.58,108.83,537.07,55.28,,,,5400000,7400000,5600000,4980000,2850000,2050000,,,,104870,130880,97260,87859,51656,61847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
10007,彰化縣          ,10007230,芳苑鄉          ,8,,,2,2,4,,,,348.52,,,93.35,127.23,127.95,,,,2880000,,,2450000,4650000,2480000,,,,62191,,,51108,70246,73744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106Y2S"
