COUNTY_ID,COUNTY,TOWN_ID,TOWN,LINF01_T,LINF01_C1,LINF01_C2,LINF01_C3,LINF01_C4,LINF01_C5,LINF01_C6,LINF01_C7,LINF01_C8,LINF02_T,LINF02_C1,LINF02_C2,LINF02_C3,LINF02_C4,LINF02_C5,LINF02_C6,LINF02_C7,LINF02_C8,LINF03_T,LINF03_C1,LINF03_C2,LINF03_C3,LINF03_C4,LINF03_C5,LINF03_C6,LINF03_C7,LINF03_C8,LINF04_T,LINF04_C1,LINF04_C2,LINF04_C3,LINF04_C4,LINF04_C5,LINF04_C6,LINF04_C7,LINF04_C8,LINF05_T,LINF05_C1,LINF05_C2,LINF05_C3,LINF05_C4,LINF05_C5,LINF05_C6,LINF05_C7,LINF05_C8,LINF06_T,LINF06_C1,LINF06_C2,LINF06_C3,LINF06_C4,LINF06_C5,LINF06_C6,LINF06_C7,LINF06_C8,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,不含車位面積合計,不含車位面積未滿5年,不含車位面積5-未滿10年,不含車位面積10-未滿20年,不含車位面積20-未滿30年,不含車位面積30-未滿40年,不含車位面積40-未滿50年,不含車位面積50年以上,不含車位面積不詳,不含車位中位數房價合計,不含車位中位數房價未滿5年,不含車位中位數房價5-未滿10年,不含車位中位數房價10-未滿20年,不含車位中位數房價20-未滿30年,不含車位中位數房價30-未滿40年,不含車位中位數房價40-未滿50年,不含車位中位數房價50年以上,不含車位中位數房價不詳,不含車位交易單價中位數合計,不含車位交易單價中位數未滿5年,不含車位交易單價中位數5-未滿10年,不含車位交易單價中位數10-未滿20年,不含車位交易單價中位數20-未滿30年,不含車位交易單價中位數30-未滿40年,不含車位交易單價中位數40-未滿50年,不含車位交易單價中位數50年以上,不含車位交易單價中位數不詳,含車位面積合計,含車位面積未滿5年,含車位面積5-未滿10年,含車位面積10-未滿20年,含車位面積20-未滿30年,含車位面積30-未滿40年,含車位面積40-未滿50年,含車位面積50年以上,含車位面積不詳,含車位中位數房價合計,含車位中位數房價未滿5年,含車位中位數房價5-未滿10年,含車位中位數房價10-未滿20年,含車位中位數房價20-未滿30年,含車位中位數房價30-未滿40年,含車位中位數房價40-未滿50年,含車位中位數房價50年以上,含車位中位數房價不詳,含車位交易單價中位數合計,含車位交易單價中位數未滿5年,含車位交易單價中位數5-未滿10年,含車位交易單價中位數10-未滿20年,含車位交易單價中位數20-未滿30年,含車位交易單價中位數30-未滿40年,含車位交易單價中位數40-未滿50年,含車位交易單價中位數50年以上,含車位交易單價中位數不詳,資料時間
10008,南投縣,10008010,南投市,7518.27,3487.5,360.56,855.13,1784.87,864.17,166.04,0,0,5650000,11840000,14000000,4775000,3450000,4310000,3600000,0,0,144899.32,178636.45,236031.17,130315.02,96519.27,131343.52,138413.89,0,0,257.03,125.2,0,0,131.84,0,0,0,0,3860000,5800000,0,0,3140000,0,0,0,0,106287.11,135722.76,0,0,90862.54,0,0,0,0,"107Y3S"
10008,南投縣,10008130,仁愛鄉,77.49,0,0,77.49,0,0,0,0,0,9175000,0,0,9175000,0,0,0,0,0,203846.37,0,0,203846.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"107Y3S"
10008,南投縣,10008020,埔里鎮,3553.76,885.44,87.82,370.18,1372.61,603.38,234.34,0,0,4545000,7652500,8240000,5500000,3750000,4300000,4000000,0,0,115828.52,158316.8,737587.59,122983.08,95079.74,109793.59,133658.06,0,0,365.73,0,0,222.77,142.97,0,0,0,0,4777500,0,0,5625000,2900000,0,0,0,0,84595.69,0,0,104510.78,83211.33,0,0,0,0,"107Y3S"
10008,南投縣,10008100,國姓鄉,735.4,0,344.21,90.58,201.3,99.31,0,0,0,2600000,0,8500000,11000000,2600000,2000000,0,0,0,63226.73,0,59397.5,121442.86,63226.73,61131.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"107Y3S"
10008,南投縣,10008090,魚池鄉,584.96,0,82.13,191.66,116.44,163.73,30.99,0,0,9750000,0,15000000,10875000,4650000,12525000,3400000,0,0,152991.88,0,182626.61,114253.84,84508.,152991.88,219322.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"107Y3S"
10008,南投縣,10008030,草屯鎮,8513.66,3788.91,457.15,1211.23,1579.81,884.98,540.98,50.6,0,6750000,6925000,13150000,8000000,5140000,4140000,6860000,5800000,0,158771.68,164997.66,191762.22,152685.1,102785.12,123048.14,191764.16,114633.23,0,465.87,77.79,0,187.87,200.21,0,0,0,0,5000000,5525000,0,5105000,3500000,0,0,0,0,111837.51,142221.44,0,114634.42,95250.43,0,0,0,0,"107Y3S"
10013,屏東縣,10013090,里港鄉,1377.49,934.63,0,0,359.99,82.87,0,0,0,9100000,9460000,0,0,2580000,2290000,0,0,0,139740.9,149308.8,0,0,55775.26,53431.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"107Y3S"
10013,屏東縣,10013110,高樹鄉,127.95,0,0,0,65.72,62.22,0,0,0,1960000,0,0,0,1404296,2525000,0,0,0,59996.82,0,0,0,40805.39,85411.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"107Y3S"
10013,屏東縣,10013100,鹽埔鄉,59.67,59.67,0,0,0,0,0,0,0,6600000,6600000,0,0,0,0,0,0,0,110617.43,110617.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"107Y3S"
10013,屏東縣,10013210,佳冬鄉,754.21,421.38,0,115.35,53.05,164.44,0,0,0,5000000,7800000,0,3100000,4800000,1800000,0,0,0,111315.27,125483.2,0,55003.86,90486.82,40216.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"107Y3S"
