COUNTY_ID,COUNTY,TOWN_ID,TOWN,LINF01_T,LINF02_T,LINF03_T,LINF04_T,LINF05_T,LINF06_T,LINF07_T,LINF08_T,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,不含車位_各屋齡合計棟數,不含車位_各屋齡合計面積,不含車位_各屋齡整體中位數房價,不含車位_各屋齡整體交易單價中位數,含車位_各屋齡合計棟數,含車位_各屋齡合計面積,含車位_各屋齡整體中位數房價,含車位_各屋齡整體交易單價中位數,資料時間
09007,連江縣,09007010,南竿鄉,,,,,,,,,107Y1S
09007,連江縣,09007020,北竿鄉,,,,,,,,,107Y1S
09007,連江縣,09007030,莒光鄉,,,,,,,,,107Y1S
09007,連江縣,09007040,東引鄉,,,,,,,,,107Y1S
09020,金門縣,09020010,金城鎮,15,463.71,4600000,214763,,,,,107Y1S
09020,金門縣,09020020,金沙鎮,3,155.25,3500000,77068,,,,,107Y1S
09020,金門縣,09020030,金湖鎮,36,1036.24,4250000,173070,,,,,107Y1S
09020,金門縣,09020040,金寧鄉,36,1124.50,4950000,183276,1,41.99,7800000,185745,107Y1S
09020,金門縣,09020050,烈嶼鄉,,,,,,,,,107Y1S
09020,金門縣,09020060,烏坵鄉,,,,,,,,,107Y1S
10002,宜蘭縣,10002010,宜蘭市,186,7328.99,6325000,184660,32,1599.65,5954098,122151,107Y1S
10002,宜蘭縣,10002020,羅東鎮,129,4880.44,5000000,177951,20,587.81,6000000,183973,107Y1S
10002,宜蘭縣,10002030,蘇澳鎮,53,3237.83,3550000,96273,,,,,107Y1S
10002,宜蘭縣,10002040,頭城鎮,48,1693.21,6906030,279479,1,73.18,6850000,93604,107Y1S
10002,宜蘭縣,10002050,礁溪鄉,115,3861.57,6400000,210478,6,135.01,3275000,181308,107Y1S
10002,宜蘭縣,10002060,壯圍鄉,33,2018.63,8600000,149630,,,,,107Y1S
10002,宜蘭縣,10002070,員山鄉,27,1338.29,8500000,171734,,,,,107Y1S
10002,宜蘭縣,10002080,冬山鄉,110,4971.08,6400000,165121,19,511.53,6360000,254852,107Y1S
10002,宜蘭縣,10002090,五結鄉,74,3186.73,5503000,141847,9,410.71,4560000,128094,107Y1S
10002,宜蘭縣,10002100,三星鄉,25,1654.73,9750000,158555,,,,,107Y1S
10002,宜蘭縣,10002110,大同鄉,,,,,,,,,107Y1S
10002,宜蘭縣,10002120,南澳鄉,,,,,,,,,107Y1S
10004,新竹縣,10004010,竹北市,385,22160.34,11200000,246493,320,18683.67,9790000,192074,107Y1S
10004,新竹縣,10004020,竹東鎮,107,4573.05,4600000,132501,65,2832.11,5180000,130922,107Y1S
10004,新竹縣,10004030,新埔鎮,25,1314.78,6250000,196773,1,58.84,6000000,101967,107Y1S
10004,新竹縣,10004040,關西鎮,52,2250.88,6540000,152934,2,92.81,3250000,68117,107Y1S
10004,新竹縣,10004050,湖口鄉,206,9842.68,4665000,151299,64,2185.80,5800000,183374,107Y1S
10004,新竹縣,10004060,新豐鄉,153,6476.52,6050000,156937,8,395.48,5125000,157880,107Y1S
10004,新竹縣,10004070,芎林鄉,11,528.24,4500000,111851,6,174.32,1316667,67381,107Y1S
10004,新竹縣,10004080,橫山鄉,3,317.91,12480000,108697,,,,,107Y1S
10004,新竹縣,10004090,北埔鄉,3,195.65,8600000,146729,1,40.00,6800000,170002,107Y1S
10004,新竹縣,10004100,寶山鄉,16,1042.00,7325000,174602,6,256.62,4300000,110606,107Y1S
10004,新竹縣,10004110,峨眉鄉,2,74.43,3050000,83067,,,,,107Y1S
10004,新竹縣,10004120,尖石鄉,1,44.82,9500000,211938,,,,,107Y1S
10004,新竹縣,10004130,五峰鄉,1,26.85,600000,22349,,,,,107Y1S
10005,苗栗縣,10005010,苗栗市,124,5432.14,4000000,118292,18,739.62,5575000,138664,107Y1S
10005,苗栗縣,10005020,苑裡鎮,34,1638.90,5000000,102155,2,64.81,3500000,108712,107Y1S
10005,苗栗縣,10005030,通霄鎮,20,817.70,2804285,71815,3,89.66,1525000,71855,107Y1S
10005,苗栗縣,10005040,竹南鎮,189,17574.86,7200000,160943,48,2110.17,5515000,137813,107Y1S
10005,苗栗縣,10005050,頭份市,178,8107.38,5725000,144432,54,2212.99,5950000,138444,107Y1S
10005,苗栗縣,10005060,後龍鎮,18,1057.48,6618100,103438,1,34.07,6280000,184323,107Y1S
10005,苗栗縣,10005070,卓蘭鎮,4,195.28,5005000,86430,,,,,107Y1S
10005,苗栗縣,10005080,大湖鄉,7,360.10,4320000,66676,,,,,107Y1S
10005,苗栗縣,10005090,公館鄉,15,817.17,5980000,112520,,,,,107Y1S
10005,苗栗縣,10005100,銅鑼鄉,22,1474.84,6165000,141704,,,,,107Y1S
10005,苗栗縣,10005110,南庄鄉,1,38.28,7000000,182871,,,,,107Y1S
10005,苗栗縣,10005120,頭屋鄉,3,115.03,2200000,54461,,,,,107Y1S
10005,苗栗縣,10005130,三義鄉,15,1696.46,5600000,107988,,,,,107Y1S
10005,苗栗縣,10005140,西湖鄉,1,53.46,3600000,67343,,,,,107Y1S
10005,苗栗縣,10005150,造橋鄉,18,932.52,1150000,48706,,,,,107Y1S
10005,苗栗縣,10005160,三灣鄉,4,241.45,6100000,92398,,,,,107Y1S
10005,苗栗縣,10005170,獅潭鄉,1,44.25,4000000,90396,,,,,107Y1S
10005,苗栗縣,10005180,泰安鄉,3,233.24,3500000,90209,,,,,107Y1S
10007,彰化縣,10007010,彰化市,211,9790.92,6200000,155347,46,2476.41,5790000,126649,107Y1S
10007,彰化縣,10007020,鹿港鎮,58,4573.51,6800000,129029,5,220.04,3900000,80543,107Y1S
10007,彰化縣,10007030,和美鎮,84,4593.23,7475000,156521,3,182.26,5100000,80081,107Y1S
10007,彰化縣,10007040,線西鄉,13,562.47,6000000,124292,,,,,107Y1S
10007,彰化縣,10007050,伸港鄉,49,2981.18,7280000,120870,,,,,107Y1S
10007,彰化縣,10007060,福興鄉,76,3668.68,6655000,136611,,,,,107Y1S
10007,彰化縣,10007070,秀水鄉,28,1681.78,9250000,151608,1,61.01,8000000,131136,107Y1S
10007,彰化縣,10007080,花壇鄉,43,6660.52,7450000,148584,19,941.28,7400000,147608,107Y1S
10007,彰化縣,10007090,芬園鄉,10,522.87,4550000,106899,,,,,107Y1S
10007,彰化縣,10007100,員林市,161,8071.61,7300000,169760,21,925.76,7200000,158911,107Y1S
10007,彰化縣,10007110,溪湖鎮,46,2240.80,7225000,142102,1,47.21,4300000,91092,107Y1S
10007,彰化縣,10007120,田中鎮,37,1820.66,4680000,125179,,,,,107Y1S
10007,彰化縣,10007130,大村鄉,34,1790.48,7165000,142691,,,,,107Y1S
10007,彰化縣,10007140,埔鹽鄉,9,326.52,4006000,97103,,,,,107Y1S
10007,彰化縣,10007150,埔心鄉,43,4553.01,7000000,139352,,,,,107Y1S
10007,彰化縣,10007160,永靖鄉,12,728.03,5150000,104625,1,53.61,5000000,93268,107Y1S
10007,彰化縣,10007170,社頭鄉,30,1475.42,7500000,147721,,,,,107Y1S
10007,彰化縣,10007180,二水鄉,9,693.18,4500000,66092,,,,,107Y1S
10007,彰化縣,10007190,北斗鎮,66,3283.08,7000000,144154,,,,,107Y1S
10007,彰化縣,10007200,二林鎮,31,2580.69,6000000,111684,,,,,107Y1S
10007,彰化縣,10007210,田尾鄉,19,1115.80,6180000,129249,,,,,107Y1S
10007,彰化縣,10007220,埤頭鄉,31,1660.44,6390000,126071,,,,,107Y1S
10007,彰化縣,10007230,芳苑鄉,9,808.69,2500000,51353,,,,,107Y1S
10007,彰化縣,10007240,大城鄉,,,,,,,,,107Y1S
10007,彰化縣,10007250,竹塘鄉,8,289.35,2800000,66368,,,,,107Y1S
10007,彰化縣,10007260,溪州鄉,16,809.47,5455250,115215,,,,,107Y1S
10008,南投縣,10008010,南投市,105,5606.46,6780000,135650,4,135.61,2900000,70867,107Y1S
10008,南投縣,10008020,埔里鎮,106,5482.24,7375000,142076,4,178.58,4240000,104415,107Y1S
10008,南投縣,10008030,草屯鎮,129,6904.24,5900000,140521,6,289.01,4800000,103834,107Y1S
10008,南投縣,10008040,竹山鎮,48,2319.54,3550000,78088,,,,,107Y1S
10008,南投縣,10008050,集集鎮,8,357.92,3100000,77667,,,,,107Y1S
10008,南投縣,10008060,名間鄉,23,1623.08,3200000,96791,,,,,107Y1S
10008,南投縣,10008070,鹿谷鄉,3,94.18,4215000,110377,,,,,107Y1S
10008,南投縣,10008080,中寮鄉,6,248.12,2915000,66851,,,,,107Y1S
10008,南投縣,10008090,魚池鄉,2,12.54,335000,52729,,,,,107Y1S
10008,南投縣,10008100,國姓鄉,5,186.04,1800000,42241,,,,,107Y1S
10008,南投縣,10008110,水里鄉,8,294.50,2040000,62464,,,,,107Y1S
10008,南投縣,10008120,信義鄉,,,,,,,,,107Y1S
10008,南投縣,10008130,仁愛鄉,4,89.57,28333333,1479839,,,,,107Y1S
10009,雲林縣,10009010,斗六市,178,9376.34,4675000,111789,23,1130.55,3620000,97154,107Y1S
10009,雲林縣,10009020,斗南鎮,57,3190.34,4500000,92275,4,176.73,2650000,59784,107Y1S
10009,雲林縣,10009030,虎尾鎮,176,8671.13,6355000,125020,9,223.09,1550000,95544,107Y1S
10009,雲林縣,10009040,西螺鎮,53,2831.14,7000000,126745,,,,,107Y1S
10009,雲林縣,10009050,土庫鎮,38,2417.68,6655000,110858,,,,,107Y1S
10009,雲林縣,10009060,北港鎮,34,1913.52,4350000,93936,4,211.69,2875000,53353,107Y1S
10009,雲林縣,10009070,古坑鄉,17,918.64,2650000,66004,4,193.80,5075000,111447,107Y1S
10009,雲林縣,10009080,大埤鄉,9,426.06,2000000,46931,,,,,107Y1S
10009,雲林縣,10009090,莿桐鄉,24,1135.07,3000000,68855,1,41.48,3500000,84387,107Y1S
10009,雲林縣,10009100,林內鄉,6,252.97,3500000,67601,,,,,107Y1S
10009,雲林縣,10009110,二崙鄉,4,173.28,3075000,70619,,,,,107Y1S
10009,雲林縣,10009120,崙背鄉,7,384.55,6150000,112778,,,,,107Y1S
10009,雲林縣,10009130,麥寮鄉,15,696.80,6260000,127909,1,49.36,3000000,60772,107Y1S
10009,雲林縣,10009140,東勢鄉,8,451.23,3000000,51960,,,,,107Y1S
10009,雲林縣,10009150,褒忠鄉,3,121.49,4450000,124120,,,,,107Y1S
10009,雲林縣,10009160,臺西鄉,2,188.12,2150000,23646,,,,,107Y1S
10009,雲林縣,10009170,元長鄉,4,273.16,3400000,38776,,,,,107Y1S
10009,雲林縣,10009180,四湖鄉,3,205.68,5000000,65595,,,,,107Y1S
10009,雲林縣,10009190,口湖鄉,3,156.51,2200000,41315,,,,,107Y1S
10009,雲林縣,10009200,水林鄉,13,754.83,6660000,117082,,,,,107Y1S
10010,嘉義縣,10010010,太保市,74,2728.09,3635000,109621,4,144.01,3753333,136689,107Y1S
10010,嘉義縣,10010020,朴子市,83,3539.32,2620000,85075,3,115.93,3500000,75388,107Y1S
10010,嘉義縣,10010030,布袋鎮,11,500.86,2380000,50177,,,,,107Y1S
10010,嘉義縣,10010040,大林鎮,35,1318.44,2600000,86257,,,,,107Y1S
10010,嘉義縣,10010050,民雄鄉,128,6531.22,4500000,98590,3,171.21,4770000,92274,107Y1S
10010,嘉義縣,10010060,溪口鄉,10,495.46,1830000,45412,,,,,107Y1S
10010,嘉義縣,10010070,新港鄉,20,1444.27,7400000,150228,,,,,107Y1S
10010,嘉義縣,10010080,六腳鄉,6,406.12,3725000,60600,,,,,107Y1S
10010,嘉義縣,10010090,東石鄉,8,357.04,1850000,44906,,,,,107Y1S
10010,嘉義縣,10010100,義竹鄉,4,171.05,2850000,76961,,,,,107Y1S
10010,嘉義縣,10010110,鹿草鄉,2,100.10,2715000,54834,,,,,107Y1S
10010,嘉義縣,10010120,水上鄉,78,3966.70,3325000,82685,1,51.07,3500000,68532,107Y1S
10010,嘉義縣,10010130,中埔鄉,27,1136.53,4500000,122768,,,,,107Y1S
10010,嘉義縣,10010140,竹崎鄉,13,630.46,3300000,91955,,,,,107Y1S
10010,嘉義縣,10010150,梅山鄉,9,381.06,3400000,71978,,,,,107Y1S
10010,嘉義縣,10010160,番路鄉,9,352.65,2340000,70958,,,,,107Y1S
10010,嘉義縣,10010170,大埔鄉,1,31.79,2700000,84933,,,,,107Y1S
10010,嘉義縣,10010180,阿里山鄉,,,,,,,,,107Y1S
10013,屏東縣,10013010,屏東市,392,22036.82,4190000,117651,77,3428.20,4000000,91147,107Y1S
10013,屏東縣,10013020,潮州鎮,120,5744.45,4425000,102132,4,166.28,2350000,56595,107Y1S
10013,屏東縣,10013030,東港鎮,78,4664.80,9080000,155982,6,313.03,4053364,89172,107Y1S
10013,屏東縣,10013040,恆春鎮,43,920.96,1130000,94949,,,,,107Y1S
10013,屏東縣,10013050,萬丹鄉,74,3993.08,6500000,119059,1,44.84,3500000,78061,107Y1S
10013,屏東縣,10013060,長治鄉,31,10652.29,4200000,92260,3,103.48,2850000,80231,107Y1S
10013,屏東縣,10013070,麟洛鄉,2,1286.70,15100000,139283,5,185.21,4080000,109395,107Y1S
10013,屏東縣,10013080,九如鄉,32,1984.24,8900000,128657,,,,,107Y1S
10013,屏東縣,10013090,里港鄉,25,1304.23,3520000,78532,,,,,107Y1S
10013,屏東縣,10013100,鹽埔鄉,15,3553.88,3830000,59653,,,,,107Y1S
10013,屏東縣,10013110,高樹鄉,7,269.93,2260000,48485,,,,,107Y1S
10013,屏東縣,10013120,萬巒鄉,11,529.25,2500000,62117,,,,,107Y1S
10013,屏東縣,10013130,內埔鄉,122,6041.76,2797294,59301,12,657.54,9500000,167440,107Y1S
10013,屏東縣,10013140,竹田鄉,10,437.36,2150000,51871,,,,,107Y1S
10013,屏東縣,10013150,新埤鄉,7,316.81,1600000,27870,,,,,107Y1S
