COUNTY_ID,COUNTY,TOWN_ID,TOWN,LINF01_T,LINF02_T,LINF03_T,LINF04_T,LINF05_T,LINF06_T,LINF07_T,LINF08_T,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,不含車位_各屋齡合計棟數,不含車位_各屋齡合計面積,不含車位_各屋齡整體中位數房價,不含車位_各屋齡整體交易單價中位數,含車位_各屋齡合計棟數,含車位_各屋齡合計面積,含車位_各屋齡整體中位數房價,含車位_各屋齡整體交易單價中位數,資料時間
10002,宜蘭縣,10002010,宜蘭市,244,10617.07,6850000,184421,41,2227.21,6380000,117986,106Y4S
10002,宜蘭縣,10002020,羅東鎮,143,5296.25,5000000,162709,21,877.74,5400000,145626,106Y4S
10002,宜蘭縣,10002030,蘇澳鎮,69,5375.49,3580000,107909,1,41.15,2800000,68050,106Y4S
10002,宜蘭縣,10002040,頭城鎮,65,1921.34,6200000,260950,1,67.04,6660000,99344,106Y4S
10002,宜蘭縣,10002050,礁溪鄉,121,3813.52,6480000,205488,8,228,4495000,219023,106Y4S
10002,宜蘭縣,10002060,壯圍鄉,42,2341.27,7500000,138721,1,46,2400000,52179,106Y4S
10002,宜蘭縣,10002070,員山鄉,31,1652.2,9000000,165225,7,343.54,5450000,119663,106Y4S
10002,宜蘭縣,10002080,冬山鄉,108,8302.38,8130000,147197,2,103.34,5700000,109456,106Y4S
10002,宜蘭縣,10002090,五結鄉,119,6331.72,7900000,153439,13,553.22,4500000,135586,106Y4S
10002,宜蘭縣,10002100,三星鄉,42,2370.13,7840000,151831,,,,,106Y4S
10002,宜蘭縣,10002110,大同鄉,,,,,,,,,106Y4S
10002,宜蘭縣,10002120,南澳鄉,,,,,,,,,106Y4S
10004,新竹縣,10004010,竹北市,606,33549.81,10650000,230793,418,23898.23,9950000,199714,106Y4S
10004,新竹縣,10004020,竹東鎮,152,6396.13,4950000,134441,72,3372.19,5500000,137986,106Y4S
10004,新竹縣,10004030,新埔鎮,24,1327.41,8050000,199199,3,121.41,5380000,125984,106Y4S
10004,新竹縣,10004040,關西鎮,9,533.23,4650000,81285,7,417.33,3800000,70050,106Y4S
10004,新竹縣,10004050,湖口鄉,279,14011.01,7300000,157240,38,1293.47,4765000,148488,106Y4S
10004,新竹縣,10004060,新豐鄉,223,8695.51,5450000,166941,8,319.14,3315000,121447,106Y4S
10004,新竹縣,10004070,芎林鄉,35,1667.53,5550000,125577,5,237.41,3650000,107350,106Y4S
10004,新竹縣,10004080,橫山鄉,11,598.63,7900000,150773,,,,,106Y4S
10004,新竹縣,10004090,北埔鄉,,,,,,,,,106Y4S
10004,新竹縣,10004100,寶山鄉,35,2033.17,7730000,174166,9,357.89,5800000,157186,106Y4S
10004,新竹縣,10004110,峨眉鄉,3,401.65,5800000,144114,,,,,106Y4S
10004,新竹縣,10004120,尖石鄉,3,187.66,30000000,354267,,,,,106Y4S
10004,新竹縣,10004130,五峰鄉,,,,,,,,,106Y4S
10005,苗栗縣,10005010,苗栗市,151,6694.39,4630000,118207,28,1237.29,5770000,140143,106Y4S
10005,苗栗縣,10005020,苑裡鎮,41,2156.99,5800000,120850,,,,,106Y4S
10005,苗栗縣,10005030,通霄鎮,16,755.09,2400000,76241,2,41.48,1500000,72321,106Y4S
10005,苗栗縣,10005040,竹南鎮,237,11486.93,6680000,162974,48,2196.95,6030000,147649,106Y4S
10005,苗栗縣,10005050,頭份市,196,9493.57,4500000,133285,72,3114.97,5825000,141685,106Y4S
