COUNTY_ID,COUNTY,TOWN_ID,TOWN,LINF01_T,LINF01_C1,LINF01_C2,LINF01_C3,LINF01_C4,LINF01_C5,LINF01_C6,LINF01_C7,LINF01_C8,LINF02_T,LINF02_C1,LINF02_C2,LINF02_C3,LINF02_C4,LINF02_C5,LINF02_C6,LINF02_C7,LINF02_C8,LINF03_T,LINF03_C1,LINF03_C2,LINF03_C3,LINF03_C4,LINF03_C5,LINF03_C6,LINF03_C7,LINF03_C8,LINF04_T,LINF04_C1,LINF04_C2,LINF04_C3,LINF04_C4,LINF04_C5,LINF04_C6,LINF04_C7,LINF04_C8,LINF05_T,LINF05_C1,LINF05_C2,LINF05_C3,LINF05_C4,LINF05_C5,LINF05_C6,LINF05_C7,LINF05_C8,LINF06_T,LINF06_C1,LINF06_C2,LINF06_C3,LINF06_C4,LINF06_C5,LINF06_C6,LINF06_C7,LINF06_C8,LINF07_T,LINF07_C1,LINF07_C2,LINF07_C3,LINF07_C4,LINF07_C5,LINF07_C6,LINF07_C7,LINF07_C8,LINF08_T,LINF08_C1,LINF08_C2,LINF08_C3,LINF08_C4,LINF08_C5,LINF08_C6,LINF08_C7,LINF08_C8,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,不含車位_各屋齡合計棟數,不含車位_屋齡未滿5年棟數,不含車位_屋齡5至未滿10年棟數,不含車位_屋齡10至未滿20年棟數,不含車位_屋齡20至未滿30年棟數,不含車位_屋齡30至未滿40年棟數,不含車位_屋齡40至未滿50年棟數,不含車位_屋齡50年以上棟數,不含車位_屋齡不詳棟數,不含車位_各屋齡合計面積,不含車位_屋齡未滿5年面積,不含車位_屋齡5至未滿10年面積,不含車位_屋齡10至未滿20年面積,不含車位_屋齡20至未滿30年面積,不含車位_屋齡30至未滿40年面積,不含車位_屋齡40至未滿50年面積,不含車位_屋齡50年以上面積,不含車位_屋齡不詳面積,不含車位_各屋齡整體中位數房價,不含車位_屋齡未滿5年中位數房價,不含車位_屋齡5至未滿10年中位數房價,不含車位_屋齡10至未滿20年中位數房價,不含車位_屋齡20至未滿30年中位數房價,不含車位_屋齡30至未滿40年中位數房價,不含車位_屋齡40至未滿50年中位數房價,不含車位_屋齡50年以上中位數房價,不含車位_屋齡不詳中位數房價,不含車位_各屋齡整體交易單價中位數,不含車位_屋齡未滿5年交易單價中位數,不含車位_屋齡5至未滿10年交易單價中位數,不含車位_屋齡10至未滿20年交易單價中位數,不含車位_屋齡20至未滿30年交易單價中位數,不含車位_屋齡30至未滿40年交易單價中位數,不含車位_屋齡40至未滿50年交易單價中位數,不含車位_屋齡50年以上交易單價中位數,不含車位_屋齡不詳交易單價中位數,含車位_各屋齡合計棟數,含車位_屋齡未滿5年棟數,含車位_屋齡5至未滿10年棟數,含車位_屋齡10至未滿20年棟數,含車位_屋齡20至未滿30年棟數,含車位_屋齡30至未滿40年棟數,含車位_屋齡40至未滿50年棟數,含車位_屋齡50年以上棟數,含車位_屋齡不詳棟數,含車位_各屋齡合計面積,含車位_屋齡未滿5年面積,含車位_屋齡5至未滿10年面積,含車位_屋齡10至未滿20年面積,含車位_屋齡20至未滿30年面積,含車位_屋齡30至未滿40年面積,含車位_屋齡40至未滿50年面積,含車位_屋齡50年以上面積,含車位_屋齡不詳面積,含車位_各屋齡整體中位數房價,含車位_屋齡未滿5年中位數房價,含車位_屋齡5至未滿10年中位數房價,含車位_屋齡10至未滿20年中位數房價,含車位_屋齡20至未滿30年中位數房價,含車位_屋齡30至未滿40年中位數房價,含車位_屋齡40至未滿50年中位數房價,含車位_屋齡50年以上中位數房價,含車位_屋齡不詳中位數房價,含車位_各屋齡整體交易單價中位數,含車位_屋齡未滿5年交易單價中位數,含車位_屋齡5至未滿10年交易單價中位數,含車位_屋齡10至未滿20年交易單價中位數,含車位_屋齡20至未滿30年交易單價中位數,含車位_屋齡30至未滿40年交易單價中位數,含車位_屋齡40至未滿50年交易單價中位數,含車位_屋齡50年以上交易單價中位數,含車位_屋齡不詳交易單價中位數,資料時間
10002,宜蘭縣,10002010,宜蘭市,274,99,10,36,61,41,14,,13,13723.49,6280.72,668.02,1897.03,2754.99,1353.85,443.23,,325.65,8800000,11500000,12200000,9925000,4600000,4600000,6800000,,4100000,174399,202388,223725,162904,131143,168262,195821,,209408,44,8,12,7,16,,,,1,2126.12,449.52,652.54,297.28,684.31,,,,42.46,6000000,13307200,5657428,5400000,5825000,,,,4300000,131415,219956,103046,130888,137671,,,,101260,"105Y4S"
10002,宜蘭縣,10002020,羅東鎮,156,11,3,12,61,43,20,5,1,5939.86,812.4,176.51,454.47,2056.34,1762.67,621.53,47.58,8.36,5000000,13000000,17000000,4195000,4500000,5500000,6000000,2350000,6000000,159448,174149,250710,166196,151024,145824,188137,258953,718129,25,,2,5,18,,,,,1497.6,,76.05,156.2,1265.36,,,,,5800000,,6040000,5400000,5940000,,,,,148887,,157012,161018,141760,,,,,"105Y4S"
10002,宜蘭縣,10002030,蘇澳鎮,73,33,,1,15,16,7,,1,4783.68,2111.62,,49.38,1647.3,625.61,333.92,,15.85,6951648,7860000,,4350000,6880000,2650000,3060000,,4300000,118054,127717,,88087,62273,76791,98555,,271328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105Y4S"
10002,宜蘭縣,10002040,頭城鎮,25,7,,5,6,5,,1,1,942.53,236.64,,224.02,266.01,184.32,,6.49,25.05,4700000,6120000,,7580000,4150000,4300000,,800000,4250000,132221,255063,,173560,95201,122188,,123350,169681,16,13,,1,2,,,,,586.38,468.4,,72.35,45.63,,,,,7500000,7520000,,8850000,2700000,,,,,212840,219401,,122329,118338,,,,,"105Y4S"
10002,宜蘭縣,10002050,礁溪鄉,269,178,17,27,34,10,2,,1,9168.18,6903.04,413.94,708.32,865.87,203.36,65.79,,7.87,7500000,8055000,6750000,4100000,3400000,3350000,7505850,,1350000,269090,285136,324581,194716,181139,216946,129801,,171647,29,28,,,1,,,,,1555.52,1508.41,,,47.11,,,,,10650000,10815000,,,7400000,,,,,232720,235535,,,157085,,,,,"105Y4S"
10002,宜蘭縣,10002060,壯圍鄉,81,56,2,1,14,8,,,,4436.73,3408.48,100.1,12.9,662.79,252.46,,,,9390000,9815000,7465000,850000,4300000,3200000,,,,158439,174609,149306,65914,102454,91416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105Y4S"
10002,宜蘭縣,10002070,員山鄉,34,12,3,4,6,8,,,1,2136.21,951.27,315.97,179,359.26,300.11,,,30.6,7530000,13890000,20000000,8000000,5850000,4550000,,,2000000,147058,173080,215085,268095,105342,102553,,,65364,23,23,,,,,,,,1885.59,1885.59,,,,,,,,12150000,12150000,,,,,,,,142684,142684,,,,,,,,"105Y4S"
10002,宜蘭縣,10002080,冬山鄉,171,99,10,7,18,24,9,,4,10368.67,6606.21,563.1,436.54,1444.68,947.09,292.04,,79.02,8900000,9540000,9630000,13000000,6875000,4500000,4900000,,4300000,159034,166695,188134,180652,124411,130517,171738,,215284,2,,1,1,,,,,,93.65,,40.24,53.41,,,,,,6650000,,6700000,6600000,,,,,,145028,,166482,123574,,,,,,"105Y4S"
10002,宜蘭縣,10002090,五結鄉,102,59,8,9,16,9,1,,,6421.83,4564.49,525.99,443.83,565.36,305.39,16.77,,,7800000,8800000,10150000,7500000,3950000,3300000,4200000,,,152067,154775,183183,133103,128448,111882,250438,,,25,10,1,11,3,,,,,1237.39,501.5,46.59,506.92,182.38,,,,,4200000,8825000,10200000,2800000,5850000,,,,,105133,178157,218940,62428,101751,,,,,"105Y4S"
