COUNTY_ID,COUNTY,TOWN_ID,TOWN,LINF01_T,LINF02_T,LINF03_T,LINF04_T,LINF05_T,LINF06_T,LINF07_T,LINF08_T,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,不含車位_各屋齡合計棟數,不含車位_各屋齡合計面積,不含車位_各屋齡整體中位數房價,不含車位_各屋齡整體交易單價中位數,含車位_各屋齡合計棟數,含車位_各屋齡合計面積,含車位_各屋齡整體中位數房價,含車位_各屋齡整體交易單價中位數,資料時間
10002,宜蘭縣,10002010,宜蘭市,247,12702.4,8000000,179159,36,1805.58,6200000,132539,105Y3S
10002,宜蘭縣,10002020,羅東鎮,187,8234.86,5710000,160525,19,933.57,5900000,152895,105Y3S
10002,宜蘭縣,10002030,蘇澳鎮,43,2304.78,4366667,90487,1,42,3950000,94050,105Y3S
10002,宜蘭縣,10002040,頭城鎮,62,2634.52,5895000,169637,24,850.99,7775000,219715,105Y3S
10002,宜蘭縣,10002050,礁溪鄉,155,5597.48,6950000,223036,2,89.75,13050000,291492,105Y3S
10002,宜蘭縣,10002060,壯圍鄉,47,2907.86,8800000,159211,,,,,105Y3S
10002,宜蘭縣,10002070,員山鄉,52,3321.23,8700000,162523,3,159.49,4200000,110110,105Y3S
10002,宜蘭縣,10002080,冬山鄉,112,6821.93,8900000,164083,1,35.39,6160000,174078,105Y3S
10002,宜蘭縣,10002090,五結鄉,146,10248.72,8370000,154175,17,777.29,7100000,146215,105Y3S
10002,宜蘭縣,10002100,三星鄉,53,3006.8,7250000,143721,,,,,105Y3S
10002,宜蘭縣,10002110,大同鄉,1,29.15,35000000,1200607,,,,,105Y3S
10002,宜蘭縣,10002120,南澳鄉,,,,,,,,,105Y3S
10004,新竹縣,10004010,竹北市,1177,51916.54,8670000,242123,472,27844.07,10500000,195638,105Y3S
10004,新竹縣,10004020,竹東鎮,153,7039.21,5800000,145122,122,5949.81,6620000,136297,105Y3S
10004,新竹縣,10004030,新埔鎮,26,1576.66,11250000,168495,4,173.52,5650000,153212,105Y3S
10004,新竹縣,10004040,關西鎮,12,672.55,4465000,80673,1,55.11,3600000,65328,105Y3S
10004,新竹縣,10004050,湖口鄉,219,14648.95,5580000,147298,9,305.84,4980000,157524,105Y3S
10004,新竹縣,10004060,新豐鄉,126,6099.59,7000000,138565,19,684.08,5350000,139008,105Y3S
10004,新竹縣,10004070,芎林鄉,21,1310.84,11500000,150602,2,118.03,5430000,92268,105Y3S
10004,新竹縣,10004080,橫山鄉,3,154.43,6000000,132549,,,,,105Y3S
10004,新竹縣,10004090,北埔鄉,8,175.69,700000,88458,,,,,105Y3S
10004,新竹縣,10004100,寶山鄉,21,1122.11,7300000,140688,5,199.97,4200000,92715,105Y3S
10004,新竹縣,10004110,峨眉鄉,2,129.48,2350000,39333,,,,,105Y3S
10004,新竹縣,10004120,尖石鄉,,,,,,,,,105Y3S
10004,新竹縣,10004130,五峰鄉,,,,,,,,,105Y3S
10005,苗栗縣,10005010,苗栗市,143,7256.46,3980000,111346,25,1023.48,5580000,133332,105Y3S
10005,苗栗縣,10005020,苑裡鎮,64,4411.71,5000000,107909,,,,,105Y3S
10005,苗栗縣,10005030,通霄鎮,15,701.36,2600000,77448,2,40.43,1275000,63073,105Y3S
10005,苗栗縣,10005040,竹南鎮,232,11793.6,6500000,156279,123,4412.55,5250000,168130,105Y3S
10005,苗栗縣,10005050,頭份市,179,8736.29,5000000,134323,33,1301.57,5760000,145050,105Y3S
10005,苗栗縣,10005060,後龍鎮,27,1552.98,6700000,123518,1,55.22,6070000,109927,105Y3S
10005,苗栗縣,10005070,卓蘭鎮,7,323.04,5000000,80452,,,,,105Y3S
10005,苗栗縣,10005080,大湖鄉,7,320.4,5250000,132323,,,,,105Y3S
